codsap,sales_pitch
200100539,"💪 ¡Potencia tu energía con ES WINNER SPORT EDT CC 100ML! 💪 
Nombre: ES WINNER SPORT EDT CC 100ML. Una fragancia masculina vigorizante y dinámica, diseñada para hombres seguros de sí mismos que buscan un aroma fresco y duradero.
Uso: Ideal para la oficina, el gimnasio o cualquier actividad al aire libre, ES Winner Sport es la elección perfecta para hombres que desean proyectar fuerza y confianza en su día a día.
Palabras clave: ES Winner Sport, Fragancias, Cosméticos, Esika, Belleza Masculina, Energía Vital, Aroma Fresco, Seguridad en sí mismo."
200106398,"💜 ¡Atrévete a romper moldes con ES Colors PurpBerry Col 200ML! 💜
Nombre: ES COLORS PURPBERRY COL 200ML. Esta fragancia audaz y encantadora es una declaración de estilo, creada para mujeres que eligen Esika y buscan expresar su individualidad y belleza única.
Uso: Ya sea en un día ocupado de trabajo o en una salida nocturna, ES Colors PurpBerry proporciona un aroma duradero y distintivo que te hará destacar. 
Palabras clave: ES Colors PurpBerry, Fragancias, Cosméticos, Esika, Belleza Única, Estilo Propio, Aroma Distintivo, Audacia, Encanto."
200101424,"💫 ¡Descubre la sofisticación absoluta con ES MAGN ABSOLUTE EDT 100 ML! 💫
Nombre: ES MAGN ABSOLUTE EDT 100 ML. Una fragancia exquisita y potente, creada para la mujer segura y moderna que quiere hacer una declaración audaz con un aroma único.
Uso: Esta fragancia es perfecta para cualquier ocasión en la que quieras destacar, ya sea una reunión de trabajo o una velada especial. La ES MAGN ABSOLUTE EDT 100 ML te proporcionará un aura de sofisticación y elegancia inigualable.
Palabras clave: ES MAGN ABSOLUTE, Fragancias, Cosméticos, ESIKA, Belleza Moderna, Sofisticación, Elegancia Absoluta, Mujer Segura, Estilo Único."
200111352,"💫 ¡Deslumbra con tu esencia con ES MAGNAT EXCLUSIVE EDT 90 ML! 💫
Nombre: ES MAGNAT EXCLUSIVE EDT 90 ML. Una fragancia excepcionalmente sofisticada y masculina, concebida para el hombre que aspira a proyectar elegancia y confianza.
Uso: Perfecta para todas las ocasiones, desde una reunión de negocios hasta una salida nocturna. Esta fragancia está destinada a impresionar con su duradero aroma de lujo.
Palabras clave: ES Magnat Exclusive, Fragancias, Cosméticos, Esika, Belleza Masculina, Estilo Propio, Marca Histórica, Elegancia, Confianza, Hombre Moderno."
200106348,"🌸 ¡Enamórate de tu aroma con ES EXUS COLONIA CC 100ML! 🌸
Nombre: ES EXUS COLONIA CC 100ML. Una fragancia atemporal y cautivadora, formulada para las mujeres que aman reflejar su personalidad a través de su esencia.
Uso: Ideal para cualquier ocasión, desde una reunión importante hasta una noche romántica. ES EXUS COLONIA CC 100ML te brinda un aroma inconfundible y duradero que realzará tu presencia en cualquier lugar.
Palabras clave: ES EXUS COLONIA, Fragancias, Cosméticos, ESIKA, Aroma Inconfundible, Duradero, Mujeres Modernas, Personalidad Única, Belleza Atemporal."
200098555,"💖 ¡Despierta tus sentidos con ES VIBRANZA BLA PARF 2020 45ML! 💖
Nombre: ES VIBRANZA BLA PARF 2020 45ML. Un perfume que exuda elegancia y sofisticación, creado por la reconocida marca Esika para la mujer contemporánea que busca una fragancia duradera y distintiva.
Uso: Ideal para todo tipo de ocasiones, desde una reunión de trabajo hasta una cita romántica. Con Es Vibranza Bla Parf 2020, nunca pasarás desapercibida gracias a su aroma seductor y envolvente.
Palabras clave: ES VIBRANZA BLA PARF 2020 45ML, Fragancias, Cosméticos, Esika, Elegancia, Sofisticación, Mujer Contemporánea, Marca Favorita de Belleza, Aroma Duradero y Distintivo."
200103327,"💄 ¡Luce una mirada impactante con ES PRO MAS MEGA MULTI NEGRO 8G! 💄
Nombre: ES PRO MAS MEGA MULTI NEGRO 8G. Un cosmético de alto rendimiento que potencia tu belleza natural y brinda a tus ojos un efecto dramático e inigualable.
Uso: Ideal para cualquier ocasión, desde un día de trabajo hasta una noche de fiesta, este maquillaje te garantiza un look impresionante y duradero, haciendo que tus ojos sean el centro de todas las miradas.
Palabras clave: ES PRO MAS MEGA MULTI NEGRO, Cosméticos, Maquillaje, Esika, Belleza Natural, Ojos Impactantes, Efecto Dramático, Mujeres Valientes, Millones Eligen Esika."
200106274,"🌹 ¡Descubre la potencia y sofisticación de ES RED POWER PARF 50 ML! 🌹
Nombre: ES RED POWER PARF 50 ML. Este es un perfume con una fragancia audaz y vibrante que personifica el poder femenino, creado para la mujer moderna e independiente que no teme ser ella misma.
Uso: Ideal para cualquier ocasión, desde reuniones de trabajo hasta cenas románticas, esta fragancia te acompañará a lo largo del día, proporcionándote un aroma atractivo y duradero.
Palabras clave: ES Red Power, Fragancias, Cosméticos, Esika, Poder Femenino, Mujer Moderna, Independiente, Audaz Vibrante, Marca de Belleza Favorita."
200100838,"💅 Descubre la esencia de tu encanto con ES MAGNAT PARF CC 90ML! 💅
Nombre: ES MAGNAT PARF CC 90ML. Una fragancia distinguida y audaz, pensada para la mujer confiante que no teme dejar su huella con un aroma inolvidable.
Uso: Ideal para todas las ocasiones, desde una reunión de trabajo hasta una cita romántica, ES MAGNAT te acompañará a lo largo del día proporcionando un aroma duradero y cautivador.
Palabras clave: ES Magnat Parf, Fragancias, Cosméticos, Esika, Belleza Imprescindible, Estilo Propio, Marca Favorita, Confianza, Audacia, Mujer Empoderada."
200105215,"🌸¡Descubre la belleza natural con ES TAC NUTR 25+ HIDR NUTR 200G! 🌸
Nombre: ES TAC NUTR 25+ HIDR NUTR 200G. Un tratamiento facial nutritivo e hidratante, creado por ESIKA para mujeres que buscan mantener su piel radiante y saludable.
Uso: Este producto es perfecto para todas las mujeres mayores de 25 años que desean nutrir e hidratar su piel de forma efectiva. La fórmula única de este tratamiento facial ayuda a revitalizar tu piel, devolviéndole su juventud y frescura. 
Palabras clave: ES TAC NUTR, Tratamiento Facial, Cosméticos, ESIKA, Belleza Natural, Hidratación Nutritiva, Cuidado Facial Premium, Mujer Radiante, Revitalizante Facial."
200099047,"💦 ¡Resalta tu esencia deportiva con ES KALOS SPORT EDT CC 100ML! 💦
Nombre: ES KALOS SPORT EDT CC 100ML. Una fragancia energizante y refrescante, creada para mujeres activas que buscan un aroma que las acompañe durante sus actividades físicas y les proporcione una sensación de frescura duradera.
Uso: Ideal para el gimnasio, correr al aire libre o cualquier actividad deportiva en la que te encuentres. Con ES KALOS SPORT, puedes mantener un aroma agradable incluso después de sudar.
Palabras clave: ES KALOS SPORT, Fragancias, Cosméticos, ESIKA, Deporte, Mujeres Activas, Energía, Refrescante, Duradero."
200106397,"🌸 ¡Dale color a tu día con ES COLORS PINKBLOSS COL 200ML! 🌸
Nombre: ES COLORS PINKBLOSS COL 200ML. Una fragancia dulce y floral que captura la esencia de la feminidad, diseñada para mujeres seguras que buscan un aroma distintivo y cautivador.
Uso: Ideal para cualquier ocasión, desde una reunión de negocios hasta una salida nocturna, esta fragancia te proporcionará un aroma delicioso y duradero.
Palabras clave: ES Colors Pinkbloss, Fragancias, Cosméticos, Esika, Belleza Femenina, Confianza, Aroma Distintivo, Duradero, Mujeres Seguras, Dulce y Floral."
200105217,"💆 ¡Rejuvenece tu piel con ES TAC NUTR 40+ HIDR REAF 200G! 💆
Nombre: ES TAC NUTR 40+ HIDR REAF 200G. Un producto cosmético de tratamiento facial innovador, creado especialmente para las necesidades específicas de la piel madura. Esta crema hidratante y reafirmante ha sido diseñada por ESIKA, una marca favorita en el mundo de la belleza.
Uso: Ideal para aquellas mujeres que buscan nutrir y rejuvenecer su piel, aportando firmeza e hidratación. Gracias a su fórmula especializada, ayuda a combatir los signos del envejecimiento, manteniendo tu piel radiante y joven.
Palabras clave: ES TAC NUTR 40+, Cosméticos, Tratamiento Facial, ESIKA, Rejuvenecimiento Cutáneo, Nutrición e Hidratación, Piel Madura, Belleza Natural, Firmeza y Juventud."
200100866,"💋 ¡Haz que tu aroma hable por ti con ES MAGN SEL PARFUM CC 90 ML! 💋
Nombre: ES MAGN SEL PARFUM CC 90 ML. Este perfume es una fragancia encantadora de Esika, una marca amada por millones de mujeres. Con su exquisita combinación de notas olfativas, este producto garantiza un aroma único y duradero.
Uso: Ideal para la mujer contemporánea, este perfume complementa a la perfección cualquier atuendo, ya sea para un día ocupado en el trabajo o una noche glamurosa en la ciudad.
Palabras clave: ES MAGN SEL PARFUM, Fragancias, Cosméticos, Esika, Belleza Exclusiva, Mujeres Elegantes, Marca de Confianza, Aroma Duradero."
200106396,"💚 ¡Da un toque natural a tu estilo con ES COLORS GREENCOCO COL 200ML! 💚
Nombre: ES COLORS GREENCOCO COL 200ML. Una fragancia vibrante y refrescante, impregnada con la esencia tropical del coco verde. Creada para mujeres que prefieren las notas olfativas naturales y buscan una frescura duradera en su día a día.
Uso: Ideal para usar en cualquier momento del día, ya sea en el trabajo, reuniones casuales o simplemente cuando necesitas un impulso de frescor natural. Con ES COLORS GREENCOCO te sentirás radiante y revitalizada.
Palabras clave: ES COLORS GREENCOCO, Fragancias, Cosméticos, Esika, Belleza Natural, Frescura Tropical, Coco Verde, Mujer Radiante, Refrescante, Marca Favorita."
200096892,"EJEMPLO 3:
INPUT:
Nombre: ES DORSAY CLASS PARF 90ML
Grupo: COSMETICOS
Categoría: FRAGANCIAS
Marca: ESIKA. Esika es una marca con historia y una de las favoritas en la categoría de belleza. Es la marca de entrada del portafolio. Su frase es millones de mujeres eligen Esika.

OUTPUT:
🌸 ¡Atrae todas las miradas con ES Dorsay Class Parf 90ML! 🌸 
Nombre: ES DORSAY CLASS PARF 90ML. Una fragancia clásica y atemporal, seleccionada por millones de mujeres que confían en la calidad y herencia de Esika.
Uso: Este perfume es perfecto para cualquier ocasión, brindándote un aroma sofisticado y duradero que realzará tu belleza natural y te hará sentir segura y elegante.
Palabras clave: ES Dorsay Class, Fragancias, Cosméticos, Esika, Belleza Clásica, Atemporal, Calidad, Herencia, Sofisticación, Durabilidad, Seguridad, Elegancia."
200102351,"💅 ¡Sube el nivel de tu maquillaje con ES PRODEL PIN CC NEGRO EXTREMO! 💅
Nombre: ES PRODEL PIN CC NEGRO EXTREMO. Un cosmético de alta calidad que redefine el estándar en maquillaje, creado para todas las mujeres que buscan destacar su belleza natural con un toque de glamour.
Uso: Ideal para dar profundidad y dramatismo a tu mirada, este producto es perfecto para resaltar tus ojos en cualquier evento importante, fiesta elegante o simplemente para lucir fabulosa en tu día a día. 
Palabras clave: ES PRODEL PIN CC NEGRO EXTREMO, Cosméticos, Maquillaje, ESIKA, Belleza Natural, Glamour, Profundidad, Dramatismo, Mujeres Empoderadas."
200093884,"💪 ¡Lleva tu masculinidad al límite con ES MEN EXTREME COLONIA 200 ML! 💪 
Nombre: ES MEN EXTREME COLONIA 200 ML. Una fragancia audaz y potente, diseñada especialmente para el hombre moderno que no tiene miedo de mostrar su lado más intenso y aventurero.
Uso: Ideal para actividades al aire libre, eventos deportivos o simplemente para afrontar los desafíos del día a día con determinación y valentía, ES MEN EXTREME es la elección perfecta para hombres que buscan un aroma distintivo y duradero.
Palabras clave: ES MEN EXTREME, Fragancias, Cosméticos, Esika, Masculinidad Intensa, Aventurero Moderno, Marca de Entrada, Valorado por Millones de Mujeres."
200103354,"💋 ¡Dale un toque sofisticado a tu look con ES PRO FULL BSTR NEGRO! 💋
Nombre: ES PRO FULL BSTR NEGRO. Un producto de maquillaje esencial y de alta calidad, diseñado especialmente para realzar la belleza y destacar tus rasgos con un acabado profesional.
Uso: Ideal para cualquier tipo de piel y perfecto para cualquier ocasión, ya sea una reunión formal o una noche de fiesta. Este producto te ayudará a resaltar tu belleza natural y a elevar tu autoestima.
Palabras clave: ES PRO FULL BSTR NEGRO, Cosméticos, Maquillaje, ESIKA, Belleza Natural, Acabado Profesional, Resaltador de Belleza, Mujeres Modernas, Estilo Sofisticado."
200090428,"💎 ¡Inmortaliza tus momentos con ES Fantasía Azul EDP CC 50 ML! 💎 
Nombre: ES FANTASIA AZUL EDP CC 50 ML. Es una fragancia encantadora y atractiva, desarrollada para la mujer empoderada que desea realzar su personalidad con un aroma único e inolvidable.
Uso: Perfecta para todas las ocasiones, desde el trabajo hasta eventos sociales; esta fragancia te brinda una experiencia olfativa inigualable que permanece contigo durante todo el día, capturando la esencia de tu belleza única.
Palabras clave: ES Fantasía Azul, Fragancias, Cosméticos, Esika, Mujeres Empoderadas, Belleza Única, Marca Favorita, Aroma Inolvidable."
200095931,"💅 ¡Deja que tu esencia hable por ti con ES IMPREDECIBLE EDP 50 ML! 💅
Nombre: ES IMPREDECIBLE EDP 50 ML. Una fragancia versátil y sofisticada, pensada para la mujer moderna que no teme mostrar su personalidad única. De la reconocida marca Esika, esta fragancia se convertirá en tu sello distintivo.
Uso: Ya sea para un día de trabajo o una salida nocturna, ES IMPREDECIBLE EDP 50 ML se adapta a todas tus necesidades, proporcionando un aroma embriagador y duradero.
Palabras clave: ES IMPREDECIBLE, Fragancias, Cosméticos, Esika, Mujeres Modernas, Personalidad Única, Versatilidad, Sofisticación, Durabilidad."
200098377,"💼 ¡Destaca con elegancia y sofisticación con ES KROMO BLACK PARF 90 ML! 💼
Nombre: ES KROMO BLACK PARF 90 ML. Esta fragancia, perteneciente a la prestigiosa marca Esika, está diseñada para el hombre moderno que busca un aroma fuerte y masculino. 
Uso: Perfecta para cualquier situación, desde una reunión de trabajo hasta una cena romántica, esta fragancia le proporcionará una presencia inconfundible y duradera.
Palabras clave: ES Kromo Black, Fragancias, Cosméticos, Esika, Belleza Masculina, Elegancia Moderna, Presencia Inconfundible, Hombre Moderno."
200102430,"💎 ¡Atrévete a brillar con Es Pulso Abs Parfum CCG 100 ML! 💎
Nombre: ES PULSO ABS PARFUM CCG 100 ML. Una fragancia audaz y apasionante, creada para la mujer moderna que elige marcar una diferencia con su aroma inconfundible.
Uso: Ideal para eventos importantes, reuniones de negocios o simplemente para sentirte segura y hermosa en tu día a día, Es Pulso Abs es la elección perfecta para mujeres que buscan un aroma distintivo y duradero.
Palabras clave: Es Pulso Abs, Fragancias, Cosméticos, Esika, Belleza Moderna, Estilo Único, Marca de Calidad, Elegancia, Confianza, Mujer Moderna."
200106290,"💎 ¡Inspira tus sentidos con ES DORSAY INSPIRE PARF 90 ML! 💎 
Nombre: ES DORSAY INSPIRE PARF 90 ML. Una fragancia cosmética elegante y femenina creada para la mujer contemporánea que valora la belleza auténtica y la calidad inigualable de Esika.  
Uso: Perfecto para uso diario, ocasiones especiales, eventos nocturnos o cualquier momento en el que desees sentirte hermosa y única, ES DORSAY INSPIRE es un aroma duradero que captura la esencia de la feminidad audaz y sofisticada. 
Palabras clave: ES DORSAY INSPIRE, Fragancias, Cosméticos, Esika, Belleza Auténtica, Calidad Inigualable, Mujer Contemporánea, Aroma Duradero, Feminidad Audaz y Sofisticada."
200088259,"🌸 ¡Deslumbra con tu presencia con ES Expression Sens EDP 50ML! 🌸
Nombre: ES EXPRESSION SENS EDP 50ML. Una fragancia exquisita y envolvente, pensada para la mujer audaz que busca expresar su esencia a través de un aroma único e inolvidable.
Uso: Ideal para cualquier ocasión, ya sea un evento social importante o una salida casual con amigas, ES Expression Sens te acompaña dándote ese toque distintivo y duradero que tanto buscas. 
Palabras clave: ES Expression Sens, Fragancias, Cosméticos, Esika, Belleza Única, Mujer Audaz, Aroma Inolvidable, Distintivo y Duradero."
200105218,"🌿 ¡Rejuvenece tu piel con ES TAC NUTR 55+ HIDR REPA 200G! 🌿
Nombre: ES TAC NUTR 55+ HIDR REPA 200G. Un producto cosmético de tratamiento facial diseñado especialmente para mujeres maduras, que aporta una hidratación intensiva y ayuda a reparar los signos del envejecimiento.
Uso: Perfecto para uso diario, este producto de Esika se absorbe rápidamente, dejando la piel suave y radiante, mientras combate las arrugas y líneas de expresión. 
Palabras clave: ES TAC NUTR 55+, Cosméticos, Tratamiento Facial, Esika, Belleza Madura, Hidratación Intensiva, Reparador Anti-edad, Piel Radiante, Arrugas y Líneas de Expresión."
200106279,"🌟 ¡Deslumbra con ES COLORS GOLDVANIL COL 200 ML! 🌟
Nombre: ES COLORS GOLDVANIL COL 200 ML. Una fragancia indulgente y lujosa, creada para la mujer empoderada que se atreve a destacar su belleza única.
Uso: Ideal para usar en cualquier ocasión, desde un día de trabajo hasta una noche de fiesta, ES COLORS GOLDVANIL proporciona un aroma cálido y duradero que destaca tu presencia.
Palabras clave: ES COLORS GOLDVANIL, Fragancias, Cosméticos, ESIKA, Belleza Empoderada, Mujeres Valientes, Marca Tradicional, Lujo Asequible, Aroma Duradero."
200098673,"💋 ¡Envuélvete en la sensualidad con ES Vibranza Perfume 45 ML! 💋
Nombre: ES VIBRANZA PERFUME 45 ML. Un perfume exquisito y seductor, diseñado para la mujer moderna que desea reflejar su personalidad vibrante a través de una fragancia memorable.
Uso: Ideal para cualquier ocasión, desde un día importante en el trabajo hasta una noche romántica en la ciudad, ES Vibranza es la elección perfecta para mujeres que buscan un aroma inolvidable y duradero.
Palabras clave: ES Vibranza, Fragancias, Cosméticos, Esika, Belleza Moderna, Personalidad Vibrante, Marca Histórica, Aroma Inolvidable, Mujer Moderna."
200088133,"💎 ¡Impregna tu aura con el elegante aroma de ES VANI SCE EDP QUP 50 ML! 💎
Nombre: ES VANI SCE EDP QUP 50 ML. Una fragancia sofisticada y seductora que encapsula la dulzura de la vainilla, creada para mujeres que valoran la belleza y buscan distinguirse con un perfume único.
Uso: Ideal para cualquier ocasión, desde una reunión formal hasta una salida casual, este perfume es el acompañante perfecto para mantener un aroma envolvente y duradero a lo largo del día. 
Palabras clave: ES Vani Sce, Fragancias, Cosméticos, Esika, Belleza femenina, Sofisticación, Seducción, Perfume Único, Mujeres Empoderadas, Aroma Duradero."
200102045,"💎 ¡Deslumbra con tu esencia única gracias a ES LEY ABSOL PARFUM CCG 100 ML! 💎
Nombre: ES LEY ABSOL PARFUM CCG 100 ML. Una fragancia lujosa y sensual, creada para la mujer moderna que se atreve a ser ella misma y brillar con luz propia.
Uso: Ideal para cualquier ocasión, ya sea un día ocupado en el trabajo o una noche especial. Con ES LEY ABSOL siempre dejarás una impresión inolvidable gracias a su aroma cautivador y duradero.
Palabras clave: ES LEY ABSOL, Fragancias, Cosméticos, ESIKA, Belleza Auténtica, Mujer Moderna, Empoderamiento Femenino, Elegancia Contemporánea, Aroma Sensual."
200105655,"💅¡Transforma tu rutina de belleza con ES MULTICAR VITAL SH 2EN1 CC1L! 💅
Nombre: ES MULTICAR VITAL SH 2EN1 CC1L. Un producto de cuidado personal innovador y multifuncional que combina los beneficios del champú y el acondicionador en una sola botella, diseñado para la mujer moderna que busca practicidad sin renunciar a la calidad.
Uso: Ideal para limpiar y nutrir tu cabello al mismo tiempo, reduciendo el tiempo dedicado a tu rutina de belleza y proporcionando un resultado suave, brillante y lleno de vida. Este producto es adecuado para todo tipo de cabello y se puede utilizar diariamente.
Palabras clave: ES MULTICAR VITAL SH 2EN1 CC1L, Cosméticos, Cuidado Personal, Esika, Mujeres Modernas, Calidad, Práctico, Champú y Acondicionador 2 en 1, Todo Tipo de Cabello."
200091295,"🌹 Descubre la pasión con ES RED INTENSE EDP CC 50 ML! 🌹
Nombre: ES RED INTENSE EDP CC 50 ML. Una fragancia vibrante y emocionante, creada para la mujer segura de sí misma que busca expresar su intensidad a través de un aroma único.
Uso: Ideal para cualquier ocasión, desde una reunión importante hasta una cena romántica, ES RED INTENSE es la elección perfecta para mujeres que buscan dejar una huella inolvidable con un aroma potente y duradero.
Palabras clave: ES Red Intense, Fragancias, Cosméticos, Esika, Belleza Única, Intensidad, Mujeres Seguras de Sí Mismas, Aroma Duradero."
200091732,"🌹 ¡Deja una huella inolvidable con ES CARDIGAN EDT CC 90 ML! 🌹
Nombre: ES CARDIGAN EDT CC 90 ML. Una fragancia de Esika, creada para las mujeres que buscan dejar una impresión duradera con un aroma elegante y distintivo.
Uso: Ideal para usar en cualquier momento del día, esta fragancia le dará a tu piel una sensación de frescura y suavidad. Es el toque final perfecto para realzar tu belleza natural y atraer todas las miradas.
Palabras clave: ES CARDIGAN EDT, Fragancias, Cosméticos, ESIKA, Belleza, Mujeres Elegantes, Marca Favorita, Frescura, Suavidad, Aroma Distintivo."
200093883,"🌟 ¡Descubre el poder de ES MEN ACTIVE COL CCE 200 ML! 🌟
Nombre: ES MEN ACTIVE COL CCE 200 ML. Una fragancia vigorizante y masculina, desarrollada para los hombres modernos que buscan un aroma con personalidad y estilo. 
Uso: Perfecto para el hombre activo, ya sea en un día de trabajo o en una noche de aventura. Esta fragancia ofrece un aroma energético y duradero que te mantendrá fresco durante todo el día.
Palabras clave: ES Men Active, Fragancias, Cosméticos, Esika, Belleza Masculina, Hombres Modernos, Aroma Energético, Estilo Único, Personalidad Forte."
200082674,"💄 ¡Dale un toque irresistible a tu estilo con ES MINI CHI COL KELL CC 120 ML! 💄
Nombre: ES MINI CHI COL KELL CC 120 ML. Este es un perfume que emana una esencia cautivante y seductora, ideal para las mujeres audaces y confiadas que no temen dejar su huella donde quiera que vayan.
Uso: Ya sea para el trabajo, una cita romántica o una salida casual con amigos, este perfume es perfecto para cualquier ocasión. Con ES MINI CHI COL KELL CC 120 ML, podrás destacarte y capturar la atención de todos a tu alrededor.
Palabras clave: ES MINI CHI COL KELL, Fragancias, Cosméticos, Esika, Belleza Irresistible, Seducción, Audacia, Confianza, Mujeres Empoderadas."
200103025,"💅 ¡Siente la frescura y suavidad con ES LPI TALCO CC NUEVO 500 G! 💅
Nombre: ES LPI TALCO CC NUEVO 500 G. Un producto de belleza esencial, creado para todas las mujeres que buscan mantener su piel fresca, seca y libre de irritaciones durante todo el día.
Uso: Ideal para el cuidado diario de tu piel, este talco te proporciona una sensación inigualable de limpieza y confort. Su fórmula absorbente y protectora ayuda a prevenir rozaduras e irritaciones, manteniendo tu piel suave y delicadamente perfumada.
Palabras clave: ES LPI TALCO CC NUEVO 500 G, Cosméticos, Cuidado Personal, Esika, Piel Fresca, Piel Seca, Libre de Irritaciones, Confort Diario, Fórmula Absorbente, Protectora."
200100810,"💆 ¡Descubre el poder de la fragancia con ES Altheus EDT 75 ML! 💆
Nombre: ES Altheus EDT 75 ML. Una exquisita fragancia masculina que combina notas de madera y cítricos, creando un aroma que expresa poder y distinción.
Uso: Ideal para el hombre moderno y sofisticado, ES Altheus EDT es perfecto para llevar en la oficina o en eventos formales, brindándote un aura de confianza y estilo.
Palabras clave: ES Altheus EDT 75 ML, Fragancias, Cosméticos, Esika, Belleza Masculina, Poderoso Aroma, Sofisticación, Hombre Moderno, Confianza y Estilo."
200082678,"🌸 ¡Descubre la esencia de tu belleza con ES MINI CHI COL RU D CC 120 ML! 🌸 
Nombre: ES MINI CHI COL RU D CC 120 ML. Una fragancia delicada y femenina, creada para la mujer moderna que busca afirmar su identidad con un aroma inolvidable.
Uso: Ideal para cualquier situación, desde una reunión importante hasta una salida casual, Esika Mini Chi ofrece un perfume encantador que perdura durante todo el día.
Palabras clave: ES MINI CHI COL RU D CC 120 ML, Fragancias, Cosméticos, Esika, Belleza Moderna, Identidad Única, Aroma Inolvidable, Perfume Duradero."
200083952,"💫 ¡Descubre una fragancia que trasciende géneros con LB ID EDT UNISEX 100 ML! 💫
Nombre: LB ID EDT UNISEX 100 ML. Un perfume sofisticado y atemporal diseñado para hombres y mujeres que desean expresar su individualidad a través de un aroma único.
Uso: Este perfume es versátil, perfecto para cualquier ocasión, ya sea un día en la oficina o una noche en la ciudad. Con su exquisita mezcla de aromas, LB ID EDT UNISEX 100 ML te permitirá destacar entre la multitud, sin importar donde estés.
Palabras clave: LB ID EDT UNISEX 100 ML, Fragancias, Cosméticos, LBEL, Belleza Única, Estilo Propio, Marca Premium, Elegancia, Sofisticación, Unisex, Versatilidad."
200109875,"EJEMPLO 3:
INPUT:
Nombre: RB RUBY ROSE GOLD PERF 60 ML
Grupo: Fragancias
Categoría: Cosméticos
Marca: RB Ruby Rose. Ruby Rose es una marca de cosméticos de alta calidad y asequible, dedicada a resaltar la belleza natural de cada mujer. 

OUTPUT:
💎 ¡Destaca tu belleza con el encanto irresistible de RB Ruby Rose Gold Perf 60 ML! 💎 
Nombre: RB RUBY ROSE GOLD PERF 60 ML. Esta fragancia intensa y seductora está diseñada para realzar tu personalidad, mezclando notas florales y cítricas en un toque dorado inolvidable.
Uso: Ideal para cualquier momento del día o de la noche, ya sea en un ambiente casual o formal, RB Ruby Rose Gold proporciona un aroma distintivo y duradero que destaca tu presencia.
Palabras clave: RB Ruby Rose Gold, Fragancias, Cosméticos, RB Ruby Rose, Belleza Natural, Alta Calidad, Asequible, Intenso, Seductor, Notas Florales y Cítricas."
200111319,"EJEMPLO 3:
INPUT:
Nombre: LB FLEUR PARFUM 50 ML
Grupo: COSMETICOS
Categoría: FRAGANCIAS
Marca: LBEL. Lbel. Buscamos inspirar a cada mujer a revelar su belleza única para destacar con estilo propio. Es la marca premium del portafolio.
OUTPUT:
🌸¡Inspiración y belleza en una botella con LB Fleur Parfum 50 ML! 🌸 
Nombre: LB FLEUR PARFUM 50 ML. Una fragancia exquisita y sofisticada, creada para la mujer moderna que busca expresar su belleza única y brillar con un estilo propio.
Uso: Perfecto para cualquier ocasión, desde reuniones de negocios hasta cenas románticas, este perfume ofrece un aroma encantador que permanece contigo todo el día.
Palabras clave: LB Fleur Parfum, Cosméticos, Fragancias, LBEL, Belleza Única, Estilo Propio, Marca Premium, Elegancia Moderna, Mujer Moderna."
200083940,"💎 ¡Descubre la atracción irresistible con LB DEVOS MAGNETIC EDT 100 ML! 💎
Nombre: LB DEVOS MAGNETIC EDT 100 ML. Una fragancia magnética y cautivadora, diseñada para mujeres que buscan realzar su belleza única y destacar con un estilo propio.
Uso: Adecuada para cualquier ocasión, desde una reunión importante hasta una cita romántica, esta fragancia premium ofrece un aroma distintivo y duradero que dejará una impresión inolvidable.
Palabras clave: LB DEVOS MAGNETIC, Fragancias, Cosméticos, LBEL, Belleza Única, Estilo Propio, Marca Premium, Atracción Irresistible, Cautivadora."
200083596,"🌞 ¡Protege y realza tu belleza con LB UV Defe Bloq Ros&Cue 80 ML! 🌞
Nombre: LB UV DEFE BLOQ ROS&CUE 80 ML. Un tratamiento corporal único que combina la protección solar con el cuidado de la piel, diseñado para mujeres que buscan prevenir el envejecimiento prematuro y mantener su piel radiante y saludable.
Uso: Este producto es perfecto para su uso diario, ya sea en la playa o en la ciudad. Ofrece una protección superior contra los dañinos rayos UV, al mismo tiempo que hidrata y nutre tu piel para mantenerla suave y flexible.
Palabras clave: LB UV DEFE BLOQ, Tratamiento Corporal, Cosméticos, LBEL, Belleza Única, Estilo Propio, Marca Premium, Protección Solar, Cuidado de la Piel, Hidratación, Nutrición."
200084882,"💎 ¡Resalta tu esencia con LB LIASSON PERFUME QUP 50 ML! 💎
Nombre: LB LIASSON PERFUME QUP 50 ML. Esta fragancia, creada por la reconocida marca LBEL, es una mezcla de elegancia y autenticidad que te hará brillar en cada ocasión.
Uso: Con su aroma único y duradero, este perfume es ideal para usar en cualquier momento del día, ya sea para una reunión importante o simplemente para añadir un toque extra de sofisticación a tu rutina diaria.
Palabras clave: LB Liasson Perfume Qup, Fragancias, Cosméticos, LBEL, Belleza Única, Marca Premium, Elegancia Auténtica."
200108160,"🌹 ¡Embriágate con la elegancia de LB Satin Rouge Parfum CC 50 ML! 🌹
Nombre: LB SATIN ROUGE PARFUM CC 50 ML. Una fragancia sofisticada y seductora, diseñada para la mujer contemporánea que busca realzar su estilo con un aroma cautivador.
Uso: Perfecta para cualquier ocasión que requiera de tu presencia impactante, desde una reunión importante hasta una cena romántica, LB Satin Rouge es tu secreto para dejar una impresión inolvidable. Con cada aplicación, este perfume te envolverá en un aura de misterio y elegancia.
Palabras clave: LB Satin Rouge, Fragancias, Cosméticos, LBEL, Belleza Única, Estilo Propio, Marca Premium, Seducción, Elegancia Moderna, Mujer Contemporánea."
