codsap,desproducto,desunidadnegocio,desmarca,descategoria,desgrupoarticulo,desclase,largo,ancho,volumen,pesobruto
200103405,ES PRO FULL VOLUME NEGRO,COSMETICOS,ESIKA,MAQUILLAJE,MAQUILLAJE,MAQUILLAJE,20,20,54,32
200098555,ES VIBRANZA BLA PARF 2020 45ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,61,40,281,210
200103405,ES PRO FULL VOLUME NEGRO,COSMETICOS,ESIKA,MAQUILLAJE,MAQUILLAJE,MAQUILLAJE,20,20,54,32
200103405,ES PRO FULL VOLUME NEGRO,COSMETICOS,ESIKA,MAQUILLAJE,MAQUILLAJE,MAQUILLAJE,20,20,54,32
200105218,ES TAC NUTR 55+ HIDR REPA 200G,COSMETICOS,ESIKA,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,93,93,692,264
200102351,ES PRODEL PIN CC NEGRO EXTREMO,COSMETICOS,ESIKA,MAQUILLAJE,MAQUILLAJE,MAQUILLAJE,86,18,25,13
200100810,ES ALTHEUS EDT 75 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,82,38,375,255
200083952,LB ID EDT UNISEX 100 ML,COSMETICOS,LBEL,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,76,37,453,300
200109875,LB SATIN NUDE PERF 50ML,COSMETICOS,LBEL,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,40,40,264,189
200111319,LB FLEUR PARFUM 50 ML,COSMETICOS,LBEL,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,76,40,287,230
200083940,LB DEVOS MAGNETIC EDT 100 ML,COSMETICOS,LBEL,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,80,46,493,300
200111319,LB FLEUR PARFUM 50 ML,COSMETICOS,LBEL,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,76,40,287,230
200083596,LB UV DEFE BLOQ ROS&CUE 80 ML,COSMETICOS,LBEL,TRATAMIENTO CORPORAL,TRATAMIENTO CORPORAL,TRATAMIENTO CORPORAL,73,40,345,130
200083952,LB ID EDT UNISEX 100 ML,COSMETICOS,LBEL,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,76,37,453,300
200084882,LB LIASSON PERFUME QUP 50 ML,COSMETICOS,LBEL,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,50,50,330,178
200083596,LB UV DEFE BLOQ ROS&CUE 80 ML,COSMETICOS,LBEL,TRATAMIENTO CORPORAL,TRATAMIENTO CORPORAL,TRATAMIENTO CORPORAL,73,40,345,130
200108160,LB SATIN ROUGE PARFUM CC 50 ML,COSMETICOS,LBEL,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,40,40,264,189
200085506,LB HOMMO33 EDT QUP 100 ML,COSMETICOS,LBEL,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,79,40,433,340
200109875,LB SATIN NUDE PERF 50ML,COSMETICOS,LBEL,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,40,40,264,189
200109875,LB SATIN NUDE PERF 50ML,COSMETICOS,LBEL,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,40,40,264,189
200083940,LB DEVOS MAGNETIC EDT 100 ML,COSMETICOS,LBEL,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,80,46,493,300
