codsap,desproducto,desunidadnegocio,desmarca,descategoria,desgrupoarticulo,desclase,largo,ancho,volumen,pesobruto
200109874,CZ SWEETB EXCLSIVE EDP 50 ML,COSMETICOS,CYZONE,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,43,64,288,188
200103327,ES PRO MAS MEGA MULTI NEGRO 8G,COSMETICOS,ESIKA,MAQUILLAJE,MAQUILLAJE,MAQUILLAJE,20,20,54,32
200088133,ES VANI SCE EDP QUP 50 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,65,40,302,174
200105215,ES TAC NUTR 25+ HIDR NUTR 200G,COSMETICOS,ESIKA,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,93,93,692,264
200111180,CZ FORZE EDT CC 50 ML,COSMETICOS,CYZONE,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,62,38,273,177
200105217,ES TAC NUTR 40+ HIDR REAF 200G,COSMETICOS,ESIKA,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,TRATAMIENTO FACIAL,93,93,692,264
200106397,ES COLORS PINKBLOSS COL 200ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,46,46,402,228
200108047,CZ BERRYLI BERRY COL EDL 200ML,COSMETICOS,CYZONE,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,42,42,379,217
200105655,ES MULTICAR VITAL SH 2EN1 CC1L,COSMETICOS,ESIKA,CUIDADO PERSONAL,CUIDADO PERSONAL,CUIDADO PERSONAL,105,70,2007,1100
200108048,CZ BERRYL SEX COL EDL 200 ML,COSMETICOS,CYZONE,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,42,42,379,217
200101424,ES MAGN ABSOLUTE EDT 100 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,63,49,509,328
200083940,LB DEVOS MAGNETIC EDT 100 ML,COSMETICOS,LBEL,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,80,46,493,300
200101481,CZ UVA KISS COL 200 ML,COSMETICOS,CYZONE,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,42,42,379,217
210092742,ES CFX DELOJO REC NEGRO 1.2ML,COSMETICOS,ESIKA,MAQUILLAJE,MAQUILLAJE,MAQUILLAJE,136,10,13,7
200100810,ES ALTHEUS EDT 75 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,82,38,375,255
210095652,CZ SL DELINEADO PLUMON CCG 1ML,COSMETICOS,CYZONE,MAQUILLAJE,MAQUILLAJE,MAQUILLAJE,136,10,13,7
200109872,CZ IDENTITY EDP 50 ML,COSMETICOS,CYZONE,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,38,69,274,185
200103449,CZ DANC NIGHT ROLL ON CC 50 ML,COSMETICOS,CYZONE,CUIDADO PERSONAL,CUIDADO PERSONAL,CUIDADO PERSONAL,48,48,245,80
200112748,ES PRO DEL PL NEGRO EXTREMO,COSMETICOS,ESIKA,MAQUILLAJE,MAQUILLAJE,MAQUILLAJE,15,15,20,10
200112353,CZ B&B EDT F HIM EDL2022 75 ML,COSMETICOS,CYZONE,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,62,37,314,233
200106396,ES COLORS GREENCOCO COL 200ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,46,46,402,228
210100408,CZ TRAX DES SO CLOSE CC 103G,COSMETICOS,CYZONE,CUIDADO PERSONAL,CUIDADO PERSONAL,CUIDADO PERSONAL,53,53,406,207
200092333,CZ AINNARA EDP 50 ML,COSMETICOS,CYZONE,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,53,71,425,190
200106398,ES COLORS PURPBERRY COL 200ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,46,46,402,228
200106279,ES COLORS GOLDVANIL COL 200 ML,COSMETICOS,ESIKA,FRAGANCIAS,FRAGANCIAS,FRAGANCIAS,46,46,402,228
200104391,LB MITHYKA LOC PERF CC 160 ML,COSMETICOS,LBEL,TRATAMIENTO CORPORAL,TRATAMIENTO CORPORAL,TRATAMIENTO CORPORAL,80,50,640,199
